"Core","Property","Depth","Age_BP","Age_CE","Value"
"MSM05_3_343310_5_1","IP25_uggTOC",181,692,1258,0.091022
"MSM05_3_343310_5_1","IP25_uggTOC",185,707,1243,0.1297
"MSM05_3_343310_5_1","IP25_uggTOC",190,721,1229,0.211901
"MSM05_3_343310_5_1","IP25_uggTOC",192,729,1221,0.128911
"MSM05_3_343310_5_1","IP25_uggTOC",194,736,1214,0.104956
"MSM05_3_343310_5_1","IP25_uggTOC",199,750,1200,0.114783
"MSM05_3_343310_5_1","IP25_uggTOC",203,765,1185,0.092851
"MSM05_3_343310_5_1","IP25_uggTOC",208,780,1170,0.161103
"MSM05_3_343310_5_1","IP25_uggTOC",212,795,1155,0.144911
"MSM05_3_343310_5_1","IP25_uggTOC",215,803,1147,0.172051
"MSM05_3_343310_5_1","IP25_uggTOC",222,826,1124,0.088227
"MSM05_3_343310_5_1","IP25_uggTOC",224,833,1117,0.123019
"MSM05_3_343310_5_1","IP25_uggTOC",224,834,1116,0.112343
"MSM05_3_343310_5_1","IP25_uggTOC",226,841,1109,0.179052
"MSM05_3_343310_5_1","IP25_uggTOC",235,871,1079,0.13054
"MSM05_3_343310_5_1","IP25_uggTOC",240,887,1063,0.147009
"MSM05_3_343310_5_1","IP25_uggTOC",245,902,1048,0.139106
"MSM05_3_343310_5_1","IP25_uggTOC",249,917,1033,0.074853
"MSM05_3_343310_5_1","IP25_uggTOC",254,933,1017,0.139443
"MSM05_3_343310_5_1","IP25_uggTOC",258,948,1002,0.098615
"MSM05_3_343310_5_1","IP25_uggTOC",263,963,987,0.080098
"MSM05_3_343310_5_1","IP25_uggTOC",264,968,982,0.08282
"MSM05_3_343310_5_1","IP25_uggTOC",267,978,972,0.120292
"MSM05_3_343310_5_1","IP25_uggTOC",272,995,955,0.114327
"MSM05_3_343310_5_1","IP25_uggTOC",277,1010,940,0.090429
"MSM05_3_343310_5_1","IP25_uggTOC",281,1026,924,0.074974
"MSM05_3_343310_5_1","IP25_uggTOC",286,1041,909,0.082035
"MSM05_3_343310_5_1","IP25_uggTOC",290,1056,894,0.04418
"MSM05_3_343310_5_1","IP25_uggTOC",295,1072,878,0.082496
"MSM05_3_343310_5_1","IP25_uggTOC",296,1077,873,0.068768
"MSM05_3_343310_5_1","IP25_uggTOC",299,1087,863,0.092466
"MSM05_3_343310_5_1","IP25_uggTOC",304,1103,847,0.12174
"MSM05_3_343310_5_1","IP25_uggTOC",308,1118,832,0.063683
"MSM05_3_343310_5_1","IP25_uggTOC",313,1134,816,0.057571
"MSM05_3_343310_5_1","IP25_uggTOC",318,1151,799,0.134566
"MSM05_3_343310_5_1","IP25_uggTOC",320,1160,790,0.077602
"MSM05_3_343310_5_1","IP25_uggTOC",329,1190,760,0.096388
"MSM05_3_343310_5_1","IP25_uggTOC",333,1205,745,0.113525
"MSM05_3_343310_5_1","IP25_uggTOC",338,1221,729,0.071786
"MSM05_3_343310_5_1","IP25_uggTOC",343,1239,711,0.089327
"MSM05_3_343310_5_1","IP25_uggTOC",344,1244,706,0.059869
"MSM05_3_343310_5_1","IP25_uggTOC",348,1256,694,0.061657
"MSM05_3_343310_5_1","IP25_uggTOC",352,1271,679,0.051175
"MSM05_3_343310_5_1","IP25_uggTOC",358,1294,656,0.112301
"MSM05_3_343310_5_1","IP25_uggTOC",361,1302,648,0.120316
"MSM05_3_343310_5_1","IP25_uggTOC",366,1322,628,0.075765
"MSM05_3_343310_5_1","IP25_uggTOC",370,1335,615,0.098265
"MSM05_3_343310_5_1","IP25_uggTOC",374,1351,599,0.071037
"MSM05_3_343310_5_1","IP25_uggTOC",376,1358,592,0.06136
"MSM05_3_343310_5_1","IP25_uggTOC",379,1367,583,0.046677
"MSM05_3_343310_5_1","IP25_uggTOC",383,1383,567,0.086403
"MSM05_3_343310_5_1","IP25_uggTOC",388,1399,551,0.097319
"MSM05_3_343310_5_1","IP25_uggTOC",392,1415,535,0.083541
"MSM05_3_343310_5_1","IP25_uggTOC",394,1422,528,0.057794
"MSM05_3_343310_5_1","IP25_uggTOC",399,1439,511,0.065152
"MSM05_3_343310_5_1","IP25_uggTOC",403,1455,495,0.087829
"MSM05_3_343310_5_1","IP25_uggTOC",408,1471,479,0.045094
"MSM05_3_343310_5_1","IP25_uggTOC",408,1473,477,0.048345
"MSM05_3_343310_5_1","IP25_uggTOC",412,1488,462,0.092771
"MSM05_3_343310_5_1","IP25_uggTOC",417,1504,446,0.06296
"MSM05_3_343310_5_1","IP25_uggTOC",421,1521,429,0.065562
"MSM05_3_343310_5_1","IP25_uggTOC",426,1537,413,0.053828
"MSM05_3_343310_5_1","IP25_uggTOC",430,1554,396,0.069875
"MSM05_3_343310_5_1","IP25_uggTOC",432,1561,389,0.042789
"MSM05_3_343310_5_1","IP25_uggTOC",435,1570,380,0.057365
"MSM05_3_343310_5_1","IP25_uggTOC",440,1591,359,0.059264
"MSM05_3_343310_5_1","IP25_uggTOC",445,1607,343,0.07087
"MSM05_3_343310_5_1","IP25_uggTOC",449,1624,326,0.047617
"MSM05_3_343310_5_1","IP25_uggTOC",454,1641,309,0.066154
"MSM05_3_343310_5_1","IP25_uggTOC",463,1674,276,0.050179
"MSM05_3_343310_5_1","IP25_uggTOC",464,1680,270,0.043515
"MSM05_3_343310_5_1","IP25_uggTOC",467,1691,259,0.081145
"MSM05_3_343310_5_1","IP25_uggTOC",472,1708,242,0.043011
"MSM05_3_343310_5_1","IP25_uggTOC",476,1725,225,0.054457
"MSM05_3_343310_5_1","IP25_uggTOC",481,1742,208,0.060691
"MSM05_3_343310_5_1","IP25_uggTOC",485,1759,191,0.058117
"MSM05_3_343310_5_1","IP25_uggTOC",490,1776,174,0.14408
"MSM05_3_343310_5_1","IP25_uggTOC",494,1793,157,0.061974
"MSM05_3_343310_5_1","IP25_uggTOC",499,1810,140,0.068176
"MSM05_3_343310_5_1","IP25_uggTOC",503,1827,123,0.054654
"MSM05_3_343310_5_1","IP25_uggTOC",508,1844,106,0.063301
"MSM05_3_343310_5_1","IP25_uggTOC",512,1861,89,0.045712
"MSM05_3_343310_5_1","IP25_uggTOC",519,1886,64,0.054005
"MSM05_3_343310_5_1","IP25_uggTOC",523,1904,46,0.046197
"MSM05_3_343310_5_1","IP25_uggTOC",528,1921,29,0.056348
"MSM05_3_343310_5_1","IP25_uggTOC",532,1938,12,0.064229
"MSM05_3_343310_5_1","IP25_uggTOC",537,1956,-6,0.067931
"MSM05_3_343310_5_1","IP25_uggTOC",540,1969,-19,0.055357
"MSM05_3_343310_5_1","IP25_uggTOC",545,1987,-37,0.063236
"MSM05_3_343310_5_1","IP25_uggTOC",549,2004,-54,0.069163
"MSM05_3_343310_5_1","IP25_uggTOC",552,2016,-66,0.057972
"MSM05_3_343310_5_1","IP25_uggTOC",554,2022,-72,0.063434
"MSM05_3_343310_5_1","IP25_uggTOC",558,2039,-89,0.088745
"MSM05_3_343310_5_1","IP25_uggTOC",563,2057,-107,0.055717
"MSM05_3_343310_5_1","IP25_uggTOC",567,2075,-125,0.063542
"MSM05_3_343310_5_1","IP25_uggTOC",572,2092,-142,0.06443
"MSM05_3_343310_5_1","IP25_uggTOC",576,2110,-160,0.053462
"MSM05_3_343310_5_1","IP25_uggTOC",581,2128,-178,0.081701
