"Core","Property","Depth","Age_BP","Age_CE","Value"
"PS2641_4","IP25_uggTOC",0.25,-45,1995,0.8553
"PS2641_4","IP25_uggTOC",0.75,-43,1993,0.5062
"PS2641_4","IP25_uggTOC",1.25,-40,1990,0.5749
"PS2641_4","IP25_uggTOC",1.75,-38,1988,1.1253
"PS2641_4","IP25_uggTOC",2.25,-35,1985,0.9084
"PS2641_4","IP25_uggTOC",2.75,-33,1983,1.0686
"PS2641_4","IP25_uggTOC",3.25,-30,1980,1.3545
"PS2641_4","IP25_uggTOC",3.75,-28,1978,1.0153
"PS2641_4","IP25_uggTOC",4.25,-25,1975,1.063
"PS2641_4","IP25_uggTOC",4.75,-23,1973,0.8824
"PS2641_4","IP25_uggTOC",5.25,-20,1970,1.1714
"PS2641_4","IP25_uggTOC",5.75,-18,1968,0.8747
"PS2641_4","IP25_uggTOC",6.25,-15,1965,0.6962
"PS2641_4","IP25_uggTOC",6.75,-13,1963,0.8608
"PS2641_4","IP25_uggTOC",7.25,-10,1960,0.7516
"PS2641_4","IP25_uggTOC",7.75,4,1946,1.1056
"PS2641_4","IP25_uggTOC",8.25,18,1932,1.0564
"PS2641_4","IP25_uggTOC",8.75,31,1919,1.0222
"PS2641_4","IP25_uggTOC",9.25,45,1905,0.9932
"PS2641_4","IP25_uggTOC",9.75,59,1891,0.7719
"PS2641_4","IP25_uggTOC",10.25,73,1877,0.9044
"PS2641_4","IP25_uggTOC",10.75,87,1863,0.7678
"PS2641_4","IP25_uggTOC",11.25,101,1849,0.6309
"PS2641_4","IP25_uggTOC",11.75,114,1836,1.0109
"PS2641_4","IP25_uggTOC",12.25,128,1822,0.7156
"PS2641_4","IP25_uggTOC",12.75,142,1808,0.6448
"PS2641_4","IP25_uggTOC",13.25,156,1794,0.8625
"PS2641_4","IP25_uggTOC",13.75,170,1780,0.459
"PS2641_4","IP25_uggTOC",14.25,184,1766,0.5986
"PS2641_4","IP25_uggTOC",14.75,197,1753,0.6703
"PS2641_4","IP25_uggTOC",15.25,211,1739,0.6118
"PS2641_4","IP25_uggTOC",15.75,225,1725,0.7066
"PS2641_4","IP25_uggTOC",16.25,239,1711,1.0239
"PS2641_4","IP25_uggTOC",16.75,253,1697,0.9009
"PS2641_4","IP25_uggTOC",17.25,267,1683,0.6405
"PS2641_4","IP25_uggTOC",17.75,280,1670,0.6264
"PS2641_4","IP25_uggTOC",18.25,294,1656,0.9239
"PS2641_4","IP25_uggTOC",18.75,308,1642,0.4203
"PS2641_4","IP25_uggTOC",19.25,316,1634,1.0784
"PS2641_4","IP25_uggTOC",19.75,324,1626,1.0007
"PS2641_4","IP25_uggTOC",20.25,331,1619,1.0034
"PS2641_4","IP25_uggTOC",20.75,339,1611,0.8324
"PS2641_4","IP25_uggTOC",21.25,347,1603,0.5736
"PS2641_4","IP25_uggTOC",21.75,355,1595,0.6102
"PS2641_4","IP25_uggTOC",22.25,362,1588,0.9448
"PS2641_4","IP25_uggTOC",22.75,370,1580,0.8096
"PS2641_4","IP25_uggTOC",23.25,378,1572,0.9729
"PS2641_4","IP25_uggTOC",23.75,386,1564,1.0121
"PS2641_4","IP25_uggTOC",24.25,393,1557,0.5874
"PS2641_4","IP25_uggTOC",24.75,401,1549,0.7405
"PS2641_4","IP25_uggTOC",25.25,409,1541,0.933
"PS2641_4","IP25_uggTOC",25.75,417,1533,0.9685
"PS2641_4","IP25_uggTOC",26.25,424,1526,0.7636
"PS2641_4","IP25_uggTOC",26.75,432,1518,1.152
"PS2641_4","IP25_uggTOC",27.25,440,1510,0.7864
"PS2641_4","IP25_uggTOC",27.75,448,1502,0.6626
"PS2641_4","IP25_uggTOC",28.25,456,1494,0.7302
"PS2641_4","IP25_uggTOC",28.75,475,1475,1.1304
"PS2641_4","IP25_uggTOC",29.25,494,1456,1.1592
"PS2641_4","IP25_uggTOC",29.75,513,1437,0.9481
"PS2641_4","IP25_uggTOC",30.25,533,1417,0.6545
"PS2641_4","IP25_uggTOC",30.75,552,1398,1.0387
"PS2641_4","IP25_uggTOC",31.25,571,1379,0.6201
"PS2641_4","IP25_uggTOC",31.75,590,1360,0.5015
"PS2641_4","IP25_uggTOC",32.25,610,1340,0.9898
"PS2641_4","IP25_uggTOC",32.75,629,1321,0.4814
"PS2641_4","IP25_uggTOC",33.25,648,1302,0.8155
"PS2641_4","IP25_uggTOC",33.75,667,1283,1.0192
"PS2641_4","IP25_uggTOC",34.25,687,1263,0.8695
"PS2641_5","IP25_uggTOC",30,710,1240,1.2653
"PS2641_5","IP25_uggTOC",31,723,1227,0.4656
"PS2641_5","IP25_uggTOC",32,736,1214,0.4131
"PS2641_5","IP25_uggTOC",33,749,1201,0.5111
"PS2641_5","IP25_uggTOC",34,762,1188,0.3829
"PS2641_5","IP25_uggTOC",35,775,1175,0.5946
"PS2641_5","IP25_uggTOC",36,788,1162,0.5232
"PS2641_5","IP25_uggTOC",37,801,1149,0.7412
"PS2641_5","IP25_uggTOC",38,814,1136,0.8404
"PS2641_5","IP25_uggTOC",39,827,1123,0.7816
"PS2641_5","IP25_uggTOC",40,840,1110,0.8314
"PS2641_5","IP25_uggTOC",41,853,1097,0.8979
"PS2641_5","IP25_uggTOC",42,866,1084,0.7544
"PS2641_5","IP25_uggTOC",43,879,1071,0.6089
"PS2641_5","IP25_uggTOC",44,901,1049,0.608
"PS2641_5","IP25_uggTOC",45,923,1027,0.7343
"PS2641_5","IP25_uggTOC",46,946,1004,0.6762
"PS2641_5","IP25_uggTOC",47,968,982,0.6941
"PS2641_5","IP25_uggTOC",48,990,960,0.9092
"PS2641_5","IP25_uggTOC",49,1012,938,0.7573
"PS2641_5","IP25_uggTOC",50,1035,915,0.7469
"PS2641_5","IP25_uggTOC",51,1057,893,0.8394
"PS2641_5","IP25_uggTOC",52,1079,871,0.6913
"PS2641_5","IP25_uggTOC",53,1101,849,0.7079
"PS2641_5","IP25_uggTOC",54,1124,826,0.7946
"PS2641_5","IP25_uggTOC",55,1146,804,0.9212
"PS2641_5","IP25_uggTOC",56,1168,782,0.5365
"PS2641_5","IP25_uggTOC",57,1190,760,0.7294
"PS2641_5","IP25_uggTOC",58,1213,737,1.1572
"PS2641_5","IP25_uggTOC",59,1222,728,0.5947
"PS2641_5","IP25_uggTOC",60,1231,719,0.9946
"PS2641_5","IP25_uggTOC",61,1240,710,0.7118
"PS2641_5","IP25_uggTOC",62,1249,701,0.6429
"PS2641_5","IP25_uggTOC",63,1258,692,0.7942
"PS2641_5","IP25_uggTOC",90,1319,631,0.5792
"PS2641_5","IP25_uggTOC",91,1354,596,0.6513
"PS2641_5","IP25_uggTOC",92,1389,561,0.5848
"PS2641_5","IP25_uggTOC",93,1424,526,0.5198
"PS2641_5","IP25_uggTOC",94,1459,491,0.6448
"PS2641_5","IP25_uggTOC",95,1495,455,0.5133
"PS2641_5","IP25_uggTOC",96,1530,420,0.5997
"PS2641_5","IP25_uggTOC",97,1565,385,0.5652
"PS2641_5","IP25_uggTOC",98,1600,350,0.5916
"PS2641_5","IP25_uggTOC",99,1635,315,0.8455
"PS2641_5","IP25_uggTOC",100,1670,280,0.4515
"PS2641_5","IP25_uggTOC",101,1706,244,0.5407
"PS2641_5","IP25_uggTOC",102,1741,209,0.49
"PS2641_5","IP25_uggTOC",103,1776,174,0.5381
"PS2641_5","IP25_uggTOC",104,1811,139,0.5184
"PS2641_5","IP25_uggTOC",105,1850,100,0.5182
"PS2641_5","IP25_uggTOC",106,1889,61,0.7548
"PS2641_5","IP25_uggTOC",107,1928,22,0.5347
"PS2641_5","IP25_uggTOC",108,1967,-17,0.6273
"PS2641_5","IP25_uggTOC",109,2006,-56,0.5193
"PS2641_5","IP25_uggTOC",110,2044,-94,0.8297
"PS2641_5","IP25_uggTOC",111,2083,-133,0.457
"PS2641_5","IP25_uggTOC",112,2122,-172,0.5703
"PS2641_5","IP25_uggTOC",113,2161,-211,0.498
"PS2641_5","IP25_uggTOC",114,2200,-250,0.7317
"PS2641_5","IP25_uggTOC",115,2228,-278,0.5957
"PS2641_5","IP25_uggTOC",116,2255,-305,0.4576
"PS2641_5","IP25_uggTOC",117,2283,-333,0.4269
"PS2641_5","IP25_uggTOC",118,2310,-360,0.5466
"PS2641_5","IP25_uggTOC",119,2338,-388,0.5859
"PS2641_5","IP25_uggTOC",120,2365,-415,0.7865
"PS2641_5","IP25_uggTOC",121,2393,-443,0.8371
"PS2641_5","IP25_uggTOC",122,2420,-470,0.8986
"PS2641_5","IP25_uggTOC",123,2448,-498,0.6916
"PS2641_5","IP25_uggTOC",124,2475,-525,0.7446
"PS2641_5","IP25_uggTOC",125,2503,-553,0.5751
"PS2641_5","IP25_uggTOC",126,2530,-580,0.7331
"PS2641_5","IP25_uggTOC",127,2558,-608,0.793
"PS2641_5","IP25_uggTOC",128,2586,-636,0.6003
"PS2641_5","IP25_uggTOC",129,2604,-654,0.727
"PS2641_5","IP25_uggTOC",130,2622,-672,0.6112
"PS2641_5","IP25_uggTOC",131,2641,-691,0.5417
"PS2641_5","IP25_uggTOC",132,2659,-709,0.5526
"PS2641_5","IP25_uggTOC",133,2677,-727,0.8051
"PS2641_5","IP25_uggTOC",134,2696,-746,0.7709
"PS2641_5","IP25_uggTOC",135,2714,-764,0.7625
"PS2641_5","IP25_uggTOC",136,2732,-782,0.6967
"PS2641_5","IP25_uggTOC",137,2751,-801,0.6387
