"Core","Property","Depth","Age_BP","Age_CE","Value"
"MSM05_3_343310","Sum_perc",NA,-56,2006,46.22
"MSM05_3_343310","Sum_perc",NA,-51,2001,34.31
"MSM05_3_343310","Sum_perc",NA,-45,1995,32
"MSM05_3_343310","Sum_perc",NA,-38,1988,42.81
"MSM05_3_343310","Sum_perc",NA,-33,1983,30.04
"MSM05_3_343310","Sum_perc",NA,-27,1977,20.33
"MSM05_3_343310","Sum_perc",NA,-21,1971,35.9
"MSM05_3_343310","Sum_perc",NA,-15,1965,14.96
"MSM05_3_343310","Sum_perc",NA,-9,1959,28.7
"MSM05_3_343310","Sum_perc",NA,-2,1952,36.05
"MSM05_3_343310","Sum_perc",NA,4,1946,31.74
"MSM05_3_343310","Sum_perc",NA,11,1939,26.63
"MSM05_3_343310","Sum_perc",NA,19,1931,41.35
"MSM05_3_343310","Sum_perc",NA,24,1926,41.67
"MSM05_3_343310","Sum_perc",NA,30,1920,40.79
"MSM05_3_343310","Sum_perc",NA,36,1914,26.07
"MSM05_3_343310","Sum_perc",NA,42,1908,30.82
"MSM05_3_343310","Sum_perc",NA,135,1815,46.04
"MSM05_3_343310","Sum_perc",NA,138,1812,38.61
"MSM05_3_343310","Sum_perc",NA,151,1799,58
"MSM05_3_343310","Sum_perc",NA,164,1786,67.9
"MSM05_3_343310","Sum_perc",NA,167,1783,69.26
"MSM05_3_343310","Sum_perc",NA,176,1774,65.5
"MSM05_3_343310","Sum_perc",NA,189,1761,61.56
"MSM05_3_343310","Sum_perc",NA,198,1752,72.54
"MSM05_3_343310","Sum_perc",NA,202,1748,68.47
"MSM05_3_343310","Sum_perc",NA,214,1736,68.69
"MSM05_3_343310","Sum_perc",NA,227,1723,56.56
"MSM05_3_343310","Sum_perc",NA,230,1720,62.62
"MSM05_3_343310","Sum_perc",NA,262,1688,65.49
"MSM05_3_343310","Sum_perc",NA,265,1685,67.74
"MSM05_3_343310","Sum_perc",NA,278,1672,70.03
"MSM05_3_343310","Sum_perc",NA,291,1659,56.29
"MSM05_3_343310","Sum_perc",NA,294,1656,61.18
"MSM05_3_343310","Sum_perc",NA,303,1647,70.86
"MSM05_3_343310","Sum_perc",NA,316,1634,73.02
"MSM05_3_343310","Sum_perc",NA,322,1628,66.2
"MSM05_3_343310","Sum_perc",NA,325,1625,72.83
"MSM05_3_343310","Sum_perc",NA,335,1615,67.16
"MSM05_3_343310","Sum_perc",NA,348,1602,54.04
"MSM05_3_343310","Sum_perc",NA,357,1593,65.5
"MSM05_3_343310","Sum_perc",NA,360,1590,69.75
"MSM05_3_343310","Sum_perc",NA,373,1577,55
"MSM05_3_343310","Sum_perc",NA,386,1564,63.82
"MSM05_3_343310","Sum_perc",NA,389,1561,72.75
"MSM05_3_343310","Sum_perc",NA,398,1552,56.21
"MSM05_3_343310","Sum_perc",NA,411,1539,62.96
