"Core","Property","Depth","Age_BP","Age_CE","Value"
"AMD16_117Q","IP25_uggTOC",132,2699,-749,3.203
"AMD16_117Q","IP25_uggTOC",136,2831,-881,3.343
"AMD16_117Q","IP25_uggTOC",140,2964,-1014,3.315
"AMD16_117Q","IP25_uggTOC",144,3087,-1137,3.207
"AMD16_117Q","IP25_uggTOC",148,3202,-1252,2.516
"AMD16_117Q","IP25_uggTOC",152,3312,-1362,2.471
"AMD16_117Q","IP25_uggTOC",156,3424,-1474,2.532
"AMD16_117Q","IP25_uggTOC",164,3656,-1706,2.254
"AMD16_117Q","IP25_uggTOC",168,3777,-1827,2.453
"AMD16_117Q","IP25_uggTOC",172,3896,-1946,2.503
"AMD16_117Q","IP25_uggTOC",176,4015,-2065,2.318
"AMD16_117Q","IP25_uggTOC",180,4132,-2182,2.246
"AMD16_117Q","IP25_uggTOC",188,4373,-2423,2.86
"AMD16_117Q","IP25_uggTOC",192,4488,-2538,2.691
"AMD16_117Q","IP25_uggTOC",196,4601,-2651,2.837
"AMD16_117Q","IP25_uggTOC",200,4712,-2762,3.327
"AMD16_117Q","IP25_uggTOC",204,4794,-2844,2.773
"AMD16_117Q","IP25_uggTOC",208,4878,-2928,2.894
"AMD16_117Q","IP25_uggTOC",212,4960,-3010,2.917
"AMD16_117Q","IP25_uggTOC",216,5042,-3092,2.964
"AMD16_117Q","IP25_uggTOC",224,5209,-3259,2.707
"AMD16_117Q","IP25_uggTOC",228,5293,-3343,2.93
"AMD16_117Q","IP25_uggTOC",232,5375,-3425,3.427
"AMD16_117Q","IP25_uggTOC",236,5455,-3505,3.266
"AMD16_117Q","IP25_uggTOC",240,5537,-3587,3.585
"AMD16_117Q","IP25_uggTOC",244,5618,-3668,3.581
"AMD16_117Q","IP25_uggTOC",248,5701,-3751,3.262
"AMD16_117Q","IP25_uggTOC",252,5783,-3833,3.797
"AMD16_117Q","IP25_uggTOC",256,5866,-3916,4.126
"AMD16_117Q","IP25_uggTOC",260,5953,-4003,4.856
"AMD16_117Q","IP25_uggTOC",264,6041,-4091,4.475
"AMD16_117Q","IP25_uggTOC",268,6129,-4179,4.179
"AMD16_117Q","IP25_uggTOC",272,6214,-4264,4.021
"AMD16_117Q","IP25_uggTOC",276,6302,-4352,4.082
"AMD16_117Q","IP25_uggTOC",285,6490,-4540,4.204
"AMD16_117Q","IP25_uggTOC",289,6540,-4590,4.698
"AMD16_117Q","IP25_uggTOC",293,6591,-4641,4.593
"AMD16_117Q","IP25_uggTOC",297,6643,-4693,4.377
"AMD16_117Q","IP25_uggTOC",301,6694,-4744,4.579
"AMD16_117Q","IP25_uggTOC",305,6746,-4796,5.488
"AMD16_117Q","IP25_uggTOC",309,6799,-4849,5.297
"AMD16_117Q","IP25_uggTOC",317,6902,-4952,5.484
"AMD16_117Q","IP25_uggTOC",321,6954,-5004,6.306
"AMD16_117Q","IP25_uggTOC",325,7006,-5056,6.156
"AMD16_117Q","IP25_uggTOC",329,7058,-5108,6.091
"AMD16_117Q","IP25_uggTOC",333,7110,-5160,5.436
"AMD16_117Q","IP25_uggTOC",337,7161,-5211,5.784
"AMD16_117Q","IP25_uggTOC",341,7211,-5261,5.173
"AMD16_117Q","IP25_uggTOC",345,7265,-5315,4.993
"AMD16_117Q","IP25_uggTOC",349,7330,-5380,4.793
"AMD16_117Q","IP25_uggTOC",353,7398,-5448,5.852
"AMD16_117Q","IP25_uggTOC",357,7465,-5515,6.279
"AMD16_117Q","IP25_uggTOC",361,7533,-5583,6.631
"AMD16_117Q","IP25_uggTOC",365,7603,-5653,6.145
"AMD16_117Q","IP25_uggTOC",369,7674,-5724,6.4
"AMD16_117Q","IP25_uggTOC",377,7810,-5860,4.623
"AMD16_117Q","IP25_uggTOC",381,7880,-5930,4.954
"AMD16_117Q","IP25_uggTOC",385,7949,-5999,4.569
"AMD16_117Q","IP25_uggTOC",389,8019,-6069,3.872
"AMD16_117Q","IP25_uggTOC",393,8087,-6137,4.072
"AMD16_117Q","IP25_uggTOC",397,8156,-6206,5.232
"AMD16_117Q","IP25_uggTOC",401,8224,-6274,4.167
"AMD16_117Q","IP25_uggTOC",405,8297,-6347,4.289
"AMD16_117Q","IP25_uggTOC",409,8385,-6435,4.189
"AMD16_117Q","IP25_uggTOC",413,8482,-6532,4.326
"AMD16_117Q","IP25_uggTOC",417,8582,-6632,4.544
"AMD16_117Q","IP25_uggTOC",421,8684,-6734,3.764
"AMD16_117Q","IP25_uggTOC",425,8787,-6837,4.716
"AMD16_117Q","IP25_uggTOC",429,8892,-6942,4.79
"AMD16_117Q","IP25_uggTOC",442,9229,-7279,3.242
"AMD16_117Q","IP25_uggTOC",450,9439,-7489,3.509
"AMD16_117Q","IP25_uggTOC",458,9651,-7701,5.674
"AMD16_117Q","IP25_uggTOC",470,9965,-8015,7.251
"AMD16_117Q","IP25_uggTOC",486,10327,-8377,4.993
"AMD16_117Q","IP25_uggTOC",494,10422,-8472,7.89
"AMD16_117Q","IP25_uggTOC",502,10518,-8568,6.762
"AMD16_117Q","IP25_uggTOC",510,10611,-8661,7.658
"AMD16_117Q","IP25_uggTOC",518,10705,-8755,8.035
"AMD16_117Q","IP25_uggTOC",530,10863,-8913,13.645
"AMD16_117Q","IP25_uggTOC",546,11178,-9228,11.282
"AMD16_117Q","IP25_uggTOC",554,11339,-9389,9.824
"AMD16_117Q","IP25_uggTOC",562,11501,-9551,6.82
"AMD16_117Q","IP25_uggTOC",570,11656,-9706,8.554
"AMD16_117Q","IP25_uggTOC",578,11820,-9870,7.528
