"Core","Property","Depth","Age_BP","Age_CE","Value"
"JR51_GC35","IP25_nggDw",164.5,3460,-1510,0.346
"JR51_GC35","IP25_nggDw",168.5,3553,-1603,0.306
"JR51_GC35","IP25_nggDw",176.5,3739,-1789,0.195
"JR51_GC35","IP25_nggDw",180.5,3832,-1882,0.217
"JR51_GC35","IP25_nggDw",184.5,3925,-1975,0.263
"JR51_GC35","IP25_nggDw",188.5,4018,-2068,0.25
"JR51_GC35","IP25_nggDw",191.5,4088,-2138,0.211
"JR51_GC35","IP25_nggDw",192.5,4111,-2161,0.271
"JR51_GC35","IP25_nggDw",196.5,4204,-2254,0.218
"JR51_GC35","IP25_nggDw",200.5,4297,-2347,0.215
"JR51_GC35","IP25_nggDw",204.5,4390,-2440,0.244
"JR51_GC35","IP25_nggDw",208.5,4483,-2533,0.192
"JR51_GC35","IP25_nggDw",211.5,4553,-2603,0.204
"JR51_GC35","IP25_nggDw",212.5,4577,-2627,0.201
"JR51_GC35","IP25_nggDw",216.5,4670,-2720,0.184
"JR51_GC35","IP25_nggDw",220.5,4763,-2813,0.16
"JR51_GC35","IP25_nggDw",224.5,4856,-2906,0.192
"JR51_GC35","IP25_nggDw",228.5,4949,-2999,0.137
"JR51_GC35","IP25_nggDw",232.5,5042,-3092,0.168
"JR51_GC35","IP25_nggDw",236.5,5135,-3185,0.164
"JR51_GC35","IP25_nggDw",239.5,5204,-3254,0.245
"JR51_GC35","IP25_nggDw",240.5,5228,-3278,0.277
"JR51_GC35","IP25_nggDw",244.5,5321,-3371,0.166
"JR51_GC35","IP25_nggDw",248.5,5414,-3464,0.186
"JR51_GC35","IP25_nggDw",252.5,5507,-3557,0.135
"JR51_GC35","IP25_nggDw",256.5,5600,-3650,0.136
"JR51_GC35","IP25_nggDw",260.5,5693,-3743,0.16
"JR51_GC35","IP25_nggDw",263.5,5763,-3813,0.103
"JR51_GC35","IP25_nggDw",264.5,5786,-3836,0.11
"JR51_GC35","IP25_nggDw",268.5,5879,-3929,0.174
"JR51_GC35","IP25_nggDw",272.5,5972,-4022,0
"JR51_GC35","IP25_nggDw",276.5,6065,-4115,0
"JR51_GC35","IP25_nggDw",280.5,6158,-4208,0.151
"JR51_GC35","IP25_nggDw",283.5,6228,-4278,0
"JR51_GC35","IP25_nggDw",284.5,6251,-4301,0.135
"JR51_GC35","IP25_nggDw",288.5,6344,-4394,0.073
"JR51_GC35","IP25_nggDw",292.5,6437,-4487,0.112
"JR51_GC35","IP25_nggDw",296.5,6530,-4580,0.118
"JR51_GC35","IP25_nggDw",304.5,6716,-4766,0.095
"JR51_GC35","IP25_nggDw",308.5,6809,-4859,0.134
"JR51_GC35","IP25_nggDw",312.5,6902,-4952,0
"JR51_GC35","IP25_nggDw",318.5,7042,-5092,0.022
"JR51_GC35","IP25_nggDw",320.5,7088,-5138,0.066
"JR51_GC35","IP25_nggDw",324.5,7181,-5231,0.094
"JR51_GC35","IP25_nggDw",328.5,7274,-5324,0.077
"JR51_GC35","IP25_nggDw",334.5,7414,-5464,0
"JR51_GC35","IP25_nggDw",340.5,7553,-5603,0
"JR51_GC35","IP25_nggDw",342.5,7600,-5650,0
"JR51_GC35","IP25_nggDw",344.5,7646,-5696,0.121
"JR51_GC35","IP25_nggDw",348.5,7739,-5789,0
"JR51_GC35","IP25_nggDw",357.5,7949,-5999,0
"JR51_GC35","IP25_nggDw",361.5,8042,-6092,0
"JR51_GC35","IP25_nggDw",365.5,8135,-6185,0
"JR51_GC35","IP25_nggDw",373.5,8321,-6371,0
"JR51_GC35","IP25_nggDw",377.5,8414,-6464,0
"JR51_GC35","IP25_nggDw",381.5,8507,-6557,0
"JR51_GC35","IP25_nggDw",388.5,8670,-6720,0
"JR51_GC35","IP25_nggDw",395.5,8832,-6882,0
"JR51_GC35","IP25_nggDw",400.5,8949,-6999,0
"JR51_GC35","IP25_nggDw",404.5,9042,-7092,0
"JR51_GC35","IP25_nggDw",412.5,9228,-7278,0
"JR51_GC35","IP25_nggDw",416.5,9321,-7371,0
"JR51_GC35","IP25_nggDw",421.5,9437,-7487,0
"JR51_GC35","IP25_nggDw",431.5,9670,-7720,0
"JR51_GC35","IP25_nggDw",435.5,9763,-7813,0
"JR51_GC35","IP25_nggDw",439.5,9856,-7906,0
"JR51_GC35","IP25_nggDw",444.5,9972,-8022,0
"JR51_GC35","IP25_nggDw",448.5,10065,-8115,0
"JR51_GC35","IP25_nggDw",450.5,10111,-8161,0
