"Core","Property","Depth","Age_BP","Age_CE","Value"
"PS93_025_1_2","IP25_uggTOC",1,42,1908,0.7049
"PS93_025_1_2","IP25_uggTOC",3,112,1838,0.591
"PS93_025_1_2","IP25_uggTOC",6,206,1744,0.9581
"PS93_025_1_2","IP25_uggTOC",7,238,1712,0.8301
"PS93_025_1_2","IP25_uggTOC",8,270,1680,1.3495
"PS93_025_1_2","IP25_uggTOC",9,302,1648,1.0699
"PS93_025_1_2","IP25_uggTOC",10,336,1614,1.1323
"PS93_025_1_2","IP25_uggTOC",13,435,1515,0.7856
"PS93_025_1_2","IP25_uggTOC",15,509,1441,1.0569
"PS93_025_1_2","IP25_uggTOC",16,554,1396,1.1089
"PS93_025_1_2","IP25_uggTOC",17,585,1365,0.8202
"PS93_025_1_2","IP25_uggTOC",18,609,1341,1.1434
"PS93_025_1_2","IP25_uggTOC",20,658,1292,1.0038
"PS93_025_1_2","IP25_uggTOC",23,730,1220,1.007
"PS93_025_1_2","IP25_uggTOC",25,778,1172,1.1065
"PS93_025_1_2","IP25_uggTOC",26,802,1148,1.0068
"PS93_025_1_2","IP25_uggTOC",27,827,1123,0.9837
"PS93_025_1_2","IP25_uggTOC",28,852,1098,0.7018
"PS93_025_1_2","IP25_uggTOC",29,875,1075,0.7138
"PS93_025_1_2","IP25_uggTOC",30,899,1051,1.0472
"PS93_025_1_2","IP25_uggTOC",31,925,1025,0.6868
"PS93_025_1_2","IP25_uggTOC",32,949,1001,0.6309
"PS93_025_1_2","IP25_uggTOC",33,973,977,0.9052
"PS93_025_1_2","IP25_uggTOC",34,997,953,0.7529
"PS93_025_1_2","IP25_uggTOC",35,1025,925,1.0423
"PS93_025_1_2","IP25_uggTOC",36,1052,898,0.6382
"PS93_025_1_2","IP25_uggTOC",37,1074,876,0.9116
"PS93_025_1_2","IP25_uggTOC",40,1150,800,0.7883
"PS93_025_1_2","IP25_uggTOC",43,1279,671,0.7844
"PS93_025_1_2","IP25_uggTOC",45,1364,586,0.6403
"PS93_025_1_2","IP25_uggTOC",47,1444,506,0.7429
"PS93_025_1_2","IP25_uggTOC",50,1575,375,0.8038
"PS93_025_1_2","IP25_uggTOC",52,1660,290,0.648
"PS93_025_1_2","IP25_uggTOC",53,1701,249,0.714
"PS93_025_1_2","IP25_uggTOC",54,1743,207,0.4924
"PS93_025_1_2","IP25_uggTOC",55,1788,162,0.5301
"PS93_025_1_2","IP25_uggTOC",56,1831,119,0.4937
"PS93_025_1_2","IP25_uggTOC",57,1870,80,0.4606
"PS93_025_1_2","IP25_uggTOC",58,1910,40,0.6527
"PS93_025_1_2","IP25_uggTOC",60,1992,-42,0.8329
"PS93_025_1_2","IP25_uggTOC",63,2117,-167,0.6846
"PS93_025_1_2","IP25_uggTOC",64,2159,-209,0.6591
"PS93_025_1_2","IP25_uggTOC",65,2198,-248,0.7214
