"Core","Property","Depth","Age_BP","Age_CE","Value"
"JM09_KA11_GC","IP25_nggDw",33.8,5619,-3669,0.05
"JM09_KA11_GC","IP25_nggDw",34.3,5667,-3717,0.05
"JM09_KA11_GC","IP25_nggDw",34.8,5714,-3764,0.05
"JM09_KA11_GC","IP25_nggDw",35.3,5761,-3811,0.63
"JM09_KA11_GC","IP25_nggDw",35.8,5809,-3859,0.56
"JM09_KA11_GC","IP25_nggDw",36.3,5856,-3906,0
"JM09_KA11_GC","IP25_nggDw",36.8,5903,-3953,0
"JM09_KA11_GC","IP25_nggDw",37.3,5951,-4001,0
"JM09_KA11_GC","IP25_nggDw",37.8,5998,-4048,0.05
"JM09_KA11_GC","IP25_nggDw",38.3,6046,-4096,0
"JM09_KA11_GC","IP25_nggDw",38.8,6093,-4143,0
"JM09_KA11_GC","IP25_nggDw",39.3,6140,-4190,0
"JM09_KA11_GC","IP25_nggDw",39.8,6188,-4238,0.56
"JM09_KA11_GC","IP25_nggDw",40.3,6274,-4324,0
"JM09_KA11_GC","IP25_nggDw",40.8,6399,-4449,0
"JM09_KA11_GC","IP25_nggDw",42.5,6838,-4888,1.02
"JM09_KA11_GC","IP25_nggDw",43.5,7088,-5138,1.82
"JM09_KA11_GC","IP25_nggDw",44.5,7339,-5389,0
"JM09_KA11_GC","IP25_nggDw",46.5,7472,-5522,0
"JM09_KA11_GC","IP25_nggDw",48.5,7605,-5655,0
"JM09_KA11_GC","IP25_nggDw",50.5,7738,-5788,0
"JM09_KA11_GC","IP25_nggDw",52.5,7871,-5921,0
"JM09_KA11_GC","IP25_nggDw",54.5,8004,-6054,0
"JM09_KA11_GC","IP25_nggDw",59.5,8346,-6396,0
"JM09_KA11_GC","IP25_nggDw",70.5,9103,-7153,0
"JM09_KA11_GC","IP25_nggDw",83.3,9902,-7952,1.11
"JM09_KA11_GC","IP25_nggDw",83.8,9923,-7973,1.64
"JM09_KA11_GC","IP25_nggDw",84.8,9964,-8014,2.35
"JM09_KA11_GC","IP25_nggDw",85.8,10004,-8054,2.1
"JM09_KA11_GC","IP25_nggDw",87.8,10086,-8136,2.63
"JM09_KA11_GC","IP25_nggDw",88.8,10127,-8177,2.89
"JM09_KA11_GC","IP25_nggDw",89.3,10147,-8197,2.51
"JM09_KA11_GC","IP25_nggDw",92.3,10270,-8320,2.65
"JM09_KA11_GC","IP25_nggDw",93.3,10310,-8360,2.83
"JM09_KA11_GC","IP25_nggDw",94.3,10351,-8401,3.15
"JM09_KA11_GC","IP25_nggDw",96.3,10433,-8483,3.18
"JM09_KA11_GC","IP25_nggDw",97.3,10474,-8524,3.55
"JM09_KA11_GC","IP25_nggDw",98.3,10514,-8564,3.28
"JM09_KA11_GC","IP25_nggDw",100.3,10596,-8646,4.32
"JM09_KA11_GC","IP25_nggDw",102.3,10678,-8728,2.43
"JM09_KA11_GC","IP25_nggDw",103.3,10718,-8768,3.71
"JM09_KA11_GC","IP25_nggDw",104.3,10759,-8809,4.37
"JM09_KA11_GC","IP25_nggDw",105.3,10800,-8850,2.76
"JM09_KA11_GC","IP25_nggDw",106.3,10841,-8891,2.9
"JM09_KA11_GC","IP25_nggDw",108.3,10922,-8972,3.24
"JM09_KA11_GC","IP25_nggDw",109.8,10983,-9033,3.06
"JM09_KA11_GC","IP25_nggDw",119.5,11406,-9456,7.8
"JM09_KA11_GC","IP25_nggDw",122.5,11523,-9573,10
"JM09_KA11_GC","IP25_nggDw",123.5,11562,-9612,12.7
"JM09_KA11_GC","IP25_nggDw",124.5,11602,-9652,8.4
"JM09_KA11_GC","IP25_nggDw",130.5,11836,-9886,10.6
"JM09_KA11_GC","IP25_nggDw",132.5,11915,-9965,12.7
"JM09_KA11_GC","IP25_nggDw",133.5,11954,-10004,16.9
"JM09_KA11_GC","IP25_nggDw",136.5,12062,-10112,35.5
"JM09_KA11_GC","IP25_nggDw",139.5,12165,-10215,28.5
"JM09_KA11_GC","IP25_nggDw",142.5,12268,-10318,21.54
"JM09_KA11_GC","IP25_nggDw",145.5,12371,-10421,15.8
"JM09_KA11_GC","IP25_nggDw",148.5,12474,-10524,36.33
"JM09_KA11_GC","IP25_nggDw",151.5,12577,-10627,13.72
"JM09_KA11_GC","IP25_nggDw",154.5,12680,-10730,12.74
"JM09_KA11_GC","IP25_nggDw",157.5,12783,-10833,10.5
"JM09_KA11_GC","IP25_nggDw",160.5,12886,-10936,19.59
"JM09_KA11_GC","IP25_nggDw",163.5,12989,-11039,17.47
"JM09_KA11_GC","IP25_nggDw",166.5,13092,-11142,9.8
"JM09_KA11_GC","IP25_nggDw",170.5,13116,-11166,8.25
"JM09_KA11_GC","IP25_nggDw",181.5,13160,-11210,6.26
"JM09_KA11_GC","IP25_nggDw",191.5,13199,-11249,5.05
"JM09_KA11_GC","IP25_nggDw",202.5,13243,-11293,10.29
"JM09_KA11_GC","IP25_nggDw",211.5,13278,-11328,6.25
"JM09_KA11_GC","IP25_nggDw",221.5,13318,-11368,7.87
"JM09_KA11_GC","IP25_nggDw",232.5,13362,-11412,4.89
"JM09_KA11_GC","IP25_nggDw",242.5,13401,-11451,6.4
"JM09_KA11_GC","IP25_nggDw",254.5,13449,-11499,8.5
"JM09_KA11_GC","IP25_nggDw",264.5,13620,-11670,14.87
"JM09_KA11_GC","IP25_nggDw",274.5,13801,-11851,11.94
"JM09_KA11_GC","IP25_nggDw",285.5,14000,-12050,10.39
"JM09_KA11_GC","IP25_nggDw",296.5,14199,-12249,8.31
"JM09_KA11_GC","IP25_nggDw",306.5,14381,-12431,8.97
"JM09_KA11_GC","IP25_nggDw",315.5,14538,-12588,6.86
"JM09_KA11_GC","IP25_nggDw",327.5,14741,-12791,10.02
"JM09_KA11_GC","IP25_nggDw",337.5,14910,-12960,16.19
"JM09_KA11_GC","IP25_nggDw",347.5,15079,-13129,5.98
"JM09_KA11_GC","IP25_nggDw",368.5,15434,-13484,4.53
"JM09_KA11_GC","IP25_nggDw",380.5,15637,-13687,5.55
"JM09_KA11_GC","IP25_nggDw",385.5,15721,-13771,12.5
